NAME,data_type,type,year,percent,Vot
Alabama,Vote,Other,2024,0.5,"12,075"
Alabama,Vote,Other,2024,0.4,"8,738"
Alabama,Vote,Other,2024,0.2,"4,930"
Alabama,Vote,Other,2024,0.2,"4,319"
Arkansas,Vote,Republican,2024,64.2,"759,241"
Arkansas,Vote,Democrat,2024,33.6,"396,905"
Arkansas,Vote,Other,2024,1.1,"13,255"
Arkansas,Vote,Other,2024,0.5,"5,715"
Arkansas,Vote,Other,2024,0.4,"4,275"
Arkansas,Vote,Other,2024,0.2,"2,141"
Arkansas,Vote,Other,2024,0.1,"1,144"
Arizona,Vote,Republican,2024,52.2,"1,770,242"
Arizona,Vote,Democrat,2024,46.7,"1,582,860"
Arizona,Vote,Other,2024,0.5,"18,319"
Arizona,Vote,Other,2024,0.5,"17,898"
Arizona,Vote,Other,2024,0,842
California,Vote,Democrat,2024,58.5,"9,276,179"
California,Vote,Republican,2024,38.3,"6,081,697"
California,Vote,Other,2024,1.2,"197,645"
California,Vote,Other,2024,1.1,"167,814"
California,Vote,Other,2024,0.5,"72,539"
California,Vote,Other,2024,0.4,"66,662"
California,Vote,Other,2024,0,"2,939"
Colorado,Vote,Democrat,2024,54.1,"1,728,159"
Colorado,Vote,Republican,2024,43.1,"1,377,441"
Colorado,Vote,Other,2024,1.1,"35,623"
Colorado,Vote,Other,2024,0.7,"21,439"
Colorado,Vote,Other,2024,0.5,"17,344"
Colorado,Vote,Other,2024,0.2,"5,149"
Colorado,Vote,Other,2024,0.1,"3,522"
Colorado,Vote,Other,2024,0.1,"2,196"
Colorado,Vote,Other,2024,0.1,"1,872"
Connecticut,Vote,Democrat,2024,56.4,"992,053"
Connecticut,Vote,Republican,2024,41.9,"736,918"
Connecticut,Vote,Other,2024,0.8,"14,281"
Connecticut,Vote,Other,2024,0.5,"8,448"
Connecticut,Vote,Other,2024,0.4,"6,729"
Connecticut,Vote,Other,2024,0,581
District Of Columbia,Vote,Democrat,2024,90.3,"294,185"
District Of Columbia,Vote,Republican,2024,6.5,"21,076"
District Of Columbia,Vote,Other,2024,2.4,"7,830"
District Of Columbia,Vote,Other,2024,0.9,"2,778"
Delaware,Vote,Democrat,2024,56.6,"289,758"
Delaware,Vote,Republican,2024,41.9,"214,351"
Delaware,Vote,Other,2024,0.9,"4,636"
Delaware,Vote,Other,2024,0.4,"2,038"
Delaware,Vote,Other,2024,0.2,914
Delaware,Vote,Other,2024,0,0
Florida,Vote,Republican,2024,56.1,"6,110,125"
Florida,Vote,Democrat,2024,43,"4,683,038"
Florida,Vote,Other,2024,0.4,"43,155"
Florida,Vote,Other,2024,0.3,"31,972"
Florida,Vote,Other,2024,0.1,"11,969"
Florida,Vote,Other,2024,0.1,"7,454"
Florida,Vote,Other,2024,0.1,"5,834"
Florida,Vote,Other,2024,0,205
Georgia,Vote,Republican,2024,50.7,"2,663,117"
Georgia,Vote,Democrat,2024,48.5,"2,548,017"
Georgia,Vote,Other,2024,0.4,"20,684"
Georgia,Vote,Other,2024,0.3,"18,229"
Georgia,Vote,Other,2024,0,"1,089"
Hawaii,Vote,Democrat,2024,60.6,"313,044"
Hawaii,Vote,Republican,2024,37.5,"193,661"
Hawaii,Vote,Other,2024,0.8,"4,387"
Hawaii,Vote,Other,2024,0.5,"2,733"
Hawaii,Vote,Other,2024,0.4,"1,940"
Hawaii,Vote,Other,2024,0.2,936
Iowa,Vote,Republican,2024,55.7,"927,019"
Iowa,Vote,Democrat,2024,42.5,"707,278"
Iowa,Vote,Other,2024,0.8,"13,122"
Iowa,Vote,Other,2024,0.4,"7,218"
Iowa,Vote,Other,2024,0.4,"6,657"
Iowa,Vote,Other,2024,0.1,"1,427"
Iowa,Vote,Other,2024,0,424
Iowa,Vote,Other,2024,0,361
Idaho,Vote,Republican,2024,66.9,"605,246"
Idaho,Vote,Democrat,2024,30.4,"274,972"
Idaho,Vote,Other,2024,1.4,"12,812"
Idaho,Vote,Other,2024,0.5,"4,462"
Idaho,Vote,Other,2024,0.3,"2,973"
Idaho,Vote,Other,2024,0.2,"1,577"
Idaho,Vote,Other,2024,0.1,"1,230"
Idaho,Vote,Other,2024,0.1,"1,026"
Idaho,Vote,Other,2024,0.1,514
Idaho,Vote,Other,2024,0,241
Illinois,Vote,Democrat,2024,54.4,"3,062,863"
Illinois,Vote,Republican,2024,43.5,"2,449,079"
Illinois,Vote,Other,2024,1.4,"80,426"
Illinois,Vote,Other,2024,0.7,"40,942"
Indiana,Vote,Republican,2024,58.6,"1,720,347"
Indiana,Vote,Democrat,2024,39.6,"1,163,603"
Indiana,Vote,Other,2024,1,"29,325"
Indiana,Vote,Other,2024,0.7,"20,425"
Indiana,Vote,Other,2024,0.1,"2,977"
Kansas,Vote,Republican,2024,57.2,"758,802"
Kansas,Vote,Democrat,2024,41,"544,853"
Kansas,Vote,Other,2024,1.2,"16,322"
Kansas,Vote,Other,2024,0.6,"7,614"
Kansas,Vote,Other,2024,0,0
Kentucky,Vote,Republican,2024,64.5,"1,337,494"
Kentucky,Vote,Democrat,2024,33.9,"704,043"
Kentucky,Vote,Other,2024,0.8,"16,769"
Kentucky,Vote,Other,2024,0.4,"7,566"
Kentucky,Vote,Other,2024,0.3,"6,422"
Kentucky,Vote,Other,2024,0.1,"1,064"
Kentucky,Vote,Other,2024,0,"1,015"
Louisiana,Vote,Republican,2024,60.2,"1,208,505"
Louisiana,Vote,Democrat,2024,38.2,"766,870"
Louisiana,Vote,Other,2024,0.4,"7,138"
Louisiana,Vote,Other,2024,0.3,"6,835"
Louisiana,Vote,Other,2024,0.3,"6,641"
Louisiana,Vote,Other,2024,0.1,"2,857"
Louisiana,Vote,Other,2024,0.1,"2,623"
Louisiana,Vote,Other,2024,0.1,"2,240"
Louisiana,Vote,Other,2024,0.1,"1,481"
Louisiana,Vote,Other,2024,0.1,"1,424"
Louisiana,Vote,Other,2024,0,361
Massachusetts,Vote,Democrat,2024,61.2,"2,126,518"
Massachusetts,Vote,Republican,2024,36,"1,251,303"
Massachusetts,Vote,Other,2024,0.8,"26,545"
Massachusetts,Vote,Other,2024,0.6,"20,260"
Massachusetts,Vote,Other,2024,0.5,"18,418"
Massachusetts,Vote,Other,2024,0.5,"17,735"
Massachusetts,Vote,Other,2024,0.4,"12,889"
Maryland,Vote,Democrat,2024,62.6,"1,902,577"
Maryland,Vote,Republican,2024,34.1,"1,035,550"
Maryland,Vote,Other,2024,1.1,"33,134"
Maryland,Vote,Other,2024,0.9,"28,819"
Maryland,Vote,Other,2024,0.7,"22,692"
Maryland,Vote,Other,2024,0.5,"15,570"
Maine,Vote,Democrat,2024,52.2,"430,342"
Maine,Vote,Republican,2024,45.7,"376,991"
Maine,Vote,Other,2024,1.1,"8,798"
Maine,Vote,Other,2024,0.6,"5,253"
Maine,Vote,Other,2024,0.3,"2,862"
Maine,Vote,Other,2024,0.1,560
Michigan,Vote,Republican,2024,49.7,"2,816,636"
Michigan,Vote,Democrat,2024,48.3,"2,736,533"
Michigan,Vote,Other,2024,0.8,"44,607"
Michigan,Vote,Other,2024,0.5,"26,785"
Michigan,Vote,Other,2024,0.4,"22,440"
Michigan,Vote,Other,2024,0.1,"6,664"
Michigan,Vote,Other,2024,0.1,"6,509"
Michigan,Vote,Other,2024,0,"2,330"
Michigan,Vote,Other,2024,0,"1,682"
Minnesota,Vote,Democrat,2024,50.9,"1,656,979"
Minnesota,Vote,Republican,2024,46.7,"1,519,032"
Minnesota,Vote,Other,2024,0.7,"24,001"
Minnesota,Vote,Other,2024,0.5,"16,275"
Minnesota,Vote,Other,2024,0.5,"15,155"
Minnesota,Vote,Other,2024,0.4,"13,004"
Minnesota,Vote,Other,2024,0.1,"3,136"
Minnesota,Vote,Other,2024,0.1,"2,996"
Minnesota,Vote,Other,2024,0.1,"2,885"
Minnesota,Vote,Other,2024,0,457
Missouri,Vote,Republican,2024,58.5,"1,751,986"
Missouri,Vote,Democrat,2024,40.1,"1,200,599"
Missouri,Vote,Other,2024,0.8,"23,876"
Missouri,Vote,Other,2024,0.6,"17,135"
Missouri,Vote,Other,2024,0.1,"1,731"
Mississippi,Vote,Republican,2024,60.9,"747,744"
Mississippi,Vote,Democrat,2024,38,"466,668"
Mississippi,Vote,Other,2024,0.4,"5,387"
Mississippi,Vote,Other,2024,0.2,"2,536"
Mississippi,Vote,Other,2024,0.2,"1,873"
Mississippi,Vote,Other,2024,0.1,"1,075"
Mississippi,Vote,Other,2024,0.1,"1,030"
Mississippi,Vote,Other,2024,0.1,"1,007"
Mississippi,Vote,Other,2024,0.1,688
Mississippi,Vote,Other,2024,0,0
Montana,Vote,Republican,2024,58.4,"352,079"
Montana,Vote,Democrat,2024,38.5,"231,906"
Montana,Vote,Other,2024,2,"11,825"
Montana,Vote,Other,2024,0.7,"4,275"
Montana,Vote,Other,2024,0.5,"2,878"
Montana,Vote,Other,2024,0,0
North Carolina,Vote,Republican,2024,50.9,"2,898,423"
North Carolina,Vote,Democrat,2024,47.6,"2,715,375"
North Carolina,Vote,Other,2024,0.4,"24,762"
North Carolina,Vote,Other,2024,0.4,"22,125"
North Carolina,Vote,Other,2024,0.3,"19,494"
North Carolina,Vote,Other,2024,0.2,"12,099"
North Carolina,Vote,Other,2024,0.1,"6,863"
North Dakota,Vote,Republican,2024,67,"246,505"
North Dakota,Vote,Democrat,2024,30.5,"112,327"
North Dakota,Vote,Other,2024,1.7,"6,227"
North Dakota,Vote,Other,2024,0.8,"3,096"
Nebraska,Vote,Republican,2024,59.3,"564,816"
Nebraska,Vote,Democrat,2024,38.9,"369,995"
Nebraska,Vote,Other,2024,0.7,"6,399"
Nebraska,Vote,Other,2024,0.5,"5,023"
Nebraska,Vote,Other,2024,0.3,"3,062"
Nebraska,Vote,Other,2024,0.3,"2,887"
New Hampshire,Vote,Democrat,2024,50.7,"418,488"
New Hampshire,Vote,Republican,2024,47.9,"395,523"
New Hampshire,Vote,Other,2024,0.5,"4,425"
New Hampshire,Vote,Other,2024,0.5,"4,073"
New Hampshire,Vote,Other,2024,0.4,"3,680"
New Jersey,Vote,Democrat,2024,51.8,"2,220,713"
New Jersey,Vote,Republican,2024,45.9,"1,968,215"
New Jersey,Vote,Other,2024,0.9,"39,041"
New Jersey,Vote,Other,2024,0.5,"23,479"
New Jersey,Vote,Other,2024,0.4,"15,014"
New Jersey,Vote,Other,2024,0.2,"10,500"
New Jersey,Vote,Other,2024,0.1,"5,105"
New Jersey,Vote,Other,2024,0.1,"3,024"
New Jersey,Vote,Other,2024,0,"1,371"
New Jersey,Vote,Other,2024,0,"1,277"
New Mexico,Vote,Democrat,2024,51.9,"478,802"
New Mexico,Vote,Republican,2024,45.9,"423,391"
New Mexico,Vote,Other,2024,1,"9,553"
New Mexico,Vote,Other,2024,0.5,"4,611"
New Mexico,Vote,Other,2024,0.4,"3,745"
New Mexico,Vote,Other,2024,0.3,"2,442"
New Mexico,Vote,Other,2024,0.1,859
Nevada,Vote,Republican,2024,50.6,"751,205"
Nevada,Vote,Democrat,2024,47.5,"705,197"
Nevada,Vote,Other,2024,1.3,"19,625"
Nevada,Vote,Other,2024,0.4,"6,059"
Nevada,Vote,Other,2024,0.2,"2,754"
New York,Vote,Democrat,2024,55.9,"4,619,195"
New York,Vote,Republican,2024,43.3,"3,578,899"
New York,Vote,Other,2024,0.8,"64,401"
Ohio,Vote,Republican,2024,55.1,"3,180,116"
Ohio,Vote,Democrat,2024,43.9,"2,533,699"
Ohio,Vote,Other,2024,0.5,"28,200"
Ohio,Vote,Other,2024,0.2,"12,805"
Ohio,Vote,Other,2024,0.2,"10,197"
Ohio,Vote,Other,2024,0,"2,771"
Oklahoma,Vote,Republican,2024,66.2,"1,036,213"
Oklahoma,Vote,Democrat,2024,31.9,"499,599"
Oklahoma,Vote,Other,2024,1,"16,020"
Oklahoma,Vote,Other,2024,0.6,"9,198"
Oklahoma,Vote,Other,2024,0.3,"5,143"
Oregon,Vote,Democrat,2024,55.3,"1,240,600"
Oregon,Vote,Republican,2024,41,"919,480"
Oregon,Vote,Other,2024,1.5,"33,733"
Oregon,Vote,Other,2024,0.9,"19,099"
Oregon,Vote,Other,2024,0.7,"15,026"
Oregon,Vote,Other,2024,0.4,"9,061"
Oregon,Vote,Other,2024,0.3,"5,644"
Oregon,Vote,Other,2024,0.1,"1,850"
Pennsylvania,Vote,Republican,2024,50.4,"3,543,308"
Pennsylvania,Vote,Democrat,2024,48.7,"3,423,042"
Pennsylvania,Vote,Other,2024,0.5,"34,538"
Pennsylvania,Vote,Other,2024,0.5,"33,318"
Pennsylvania,Vote,Other,2024,0,0
Rhode Island,Vote,Democrat,2024,55.4,"283,750"
Rhode Island,Vote,Republican,2024,41.9,"214,291"
Rhode Island,Vote,Other,2024,1,"5,039"
Rhode Island,Vote,Other,2024,0.6,"2,871"
Rhode Island,Vote,Other,2024,0.5,"2,722"
Rhode Island,Vote,Other,2024,0.3,"1,614"
Rhode Island,Vote,Other,2024,0.2,"1,171"
Rhode Island,Vote,Other,2024,0.1,358
South Carolina,Vote,Republican,2024,58.2,"1,483,747"
South Carolina,Vote,Democrat,2024,40.4,"1,028,452"
South Carolina,Vote,Other,2024,0.5,"12,669"
South Carolina,Vote,Other,2024,0.3,"8,117"
South Carolina,Vote,Other,2024,0.3,"6,744"
South Carolina,Vote,Other,2024,0.2,"5,352"
South Carolina,Vote,Other,2024,0.1,"3,059"
South Dakota,Vote,Republican,2024,63.4,"272,081"
South Dakota,Vote,Democrat,2024,34.2,"146,859"
South Dakota,Vote,Other,2024,1.7,"7,204"
South Dakota,Vote,Other,2024,0.6,"2,778"
Tennessee,Vote,Republican,2024,64.2,"1,966,865"
Tennessee,Vote,Democrat,2024,34.5,"1,056,265"
Tennessee,Vote,Other,2024,0.7,"21,535"
Tennessee,Vote,Other,2024,0.3,"8,967"
Tennessee,Vote,Other,2024,0.2,"5,865"
Tennessee,Vote,Other,2024,0.1,"3,457"
Tennessee,Vote,Other,2024,0,988
Tennessee,Vote,Other,2024,0,0
Texas,Vote,Republican,2024,56.1,"6,393,597"
Texas,Vote,Democrat,2024,42.5,"4,835,250"
Texas,Vote,Other,2024,0.7,"82,701"
Texas,Vote,Other,2024,0.6,"68,557"
Texas,Vote,Other,2024,0.1,"8,569"
Utah,Vote,Republican,2024,59.4,"883,818"
Utah,Vote,Democrat,2024,37.8,"562,566"
Utah,Vote,Other,2024,1.1,"16,902"
Utah,Vote,Other,2024,0.6,"8,402"
Utah,Vote,Other,2024,0.6,"8,222"
Utah,Vote,Other,2024,0.2,"3,189"
Utah,Vote,Other,2024,0.2,"2,653"
Utah,Vote,Other,2024,0.1,"2,199"
Utah,Vote,Other,2024,0,543
Virginia,Vote,Democrat,2024,51.8,"2,335,395"
Virginia,Vote,Republican,2024,46.1,"2,075,085"
Virginia,Vote,Other,2024,0.8,"34,888"
Virginia,Vote,Other,2024,0.5,"23,365"
Virginia,Vote,Other,2024,0.4,"19,814"
Virginia,Vote,Other,2024,0.2,"8,984"
Virginia,Vote,Other,2024,0.2,"8,410"
Vermont,Vote,Democrat,2024,63.8,"235,791"
Vermont,Vote,Republican,2024,32.3,"119,395"
Vermont,Vote,Other,2024,1.6,"5,905"
Vermont,Vote,Other,2024,0.8,"3,033"
Vermont,Vote,Other,2024,0.5,"1,828"
Vermont,Vote,Other,2024,0.5,"1,710"
Vermont,Vote,Other,2024,0.4,"1,549"
Vermont,Vote,Other,2024,0.1,211
Washington,Vote,Democrat,2024,57.2,"2,245,849"
Washington,Vote,Republican,2024,39,"1,530,923"
Washington,Vote,Other,2024,1.4,"54,868"
Washington,Vote,Other,2024,0.8,"29,754"
Washington,Vote,Other,2024,0.6,"25,410"
Washington,Vote,Other,2024,0.4,"16,428"
Washington,Vote,Other,2024,0.2,"8,695"
Washington,Vote,Other,2024,0.2,"7,254"
Washington,Vote,Other,2024,0.1,"3,323"
Washington,Vote,Other,2024,0,917
Washington,Vote,Other,2024,0,824
Wisconsin,Vote,Republican,2024,49.6,"1,697,626"
Wisconsin,Vote,Democrat,2024,48.7,"1,668,229"
Wisconsin,Vote,Other,2024,0.5,"17,740"
Wisconsin,Vote,Other,2024,0.4,"12,275"
Wisconsin,Vote,Other,2024,0.3,"10,511"
Wisconsin,Vote,Other,2024,0.2,"7,705"
Wisconsin,Vote,Other,2024,0.1,"4,044"
Wisconsin,Vote,Other,2024,0.1,"2,753"
Wisconsin,Vote,Other,2024,0.1,"2,035"
West Virginia,Vote,Republican,2024,70,"533,556"
West Virginia,Vote,Democrat,2024,28.1,"214,309"
West Virginia,Vote,Other,2024,1.2,"8,947"
West Virginia,Vote,Other,2024,0.4,"3,047"
West Virginia,Vote,Other,2024,0.3,"2,531"
West Virginia,Vote,Other,2024,0,370
Wyoming,Vote,Republican,2024,71.6,"192,633"
Wyoming,Vote,Democrat,2024,25.8,"69,527"
Wyoming,Vote,Other,2024,1.6,"4,193"
Wyoming,Vote,Other,2024,1,"2,695"
